date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_team_norm,away_team_norm,home_points,away_points,home_goal_diff,away_goal_diff
2017-03-28,Ecuador,Colombia,0,2,FIFA World Cup qualification,Quito,Ecuador,False,Ecuador,Colombia,0,3,-2,2
2017-03-28,Egypt,Togo,3,0,Friendly,Alexandria,Egypt,False,Egypt,Togo,3,0,3,-3
2017-03-28,Estonia,Croatia,3,0,Friendly,Tallinn,Estonia,False,Estonia,Croatia,3,0,3,-3
2017-03-28,France,Spain,0,2,Friendly,Saint-Denis,France,False,France,Spain,0,3,-2,2
2017-03-28,Iran,China PR,1,0,FIFA World Cup qualification,Tehran,Iran,False,IR Iran,China PR,3,0,1,-1
2017-03-28,Japan,Thailand,4,0,FIFA World Cup qualification,Saitama,Japan,False,Japan,Thailand,3,0,4,-4
2017-03-28,Jordan,Cambodia,7,0,AFC Asian Cup qualification,Amman,Jordan,False,Jordan,Cambodia,3,0,7,-7
2017-03-28,South Korea,Syria,1,0,FIFA World Cup qualification,Seoul,South Korea,False,Korea Republic,Syria,3,0,1,-1
2017-03-28,Luxembourg,Cape Verde,0,2,Friendly,Hesperange,Luxembourg,False,Luxembourg,Cabo Verde,0,3,-2,2
2017-03-28,Morocco,Tunisia,1,0,Friendly,Marrakech,Morocco,False,Morocco,Tunisia,3,0,1,-1
2017-03-28,Netherlands,Italy,1,2,Friendly,Amsterdam,Netherlands,False,Netherlands,Italy,0,3,-1,1
2017-03-28,New Zealand,Fiji,2,0,FIFA World Cup qualification,Wellington,New Zealand,False,New Zealand,Fiji,3,0,2,-2
2017-03-28,Panama,United States,1,1,FIFA World Cup qualification,Panama City,Panama,False,Panama,USA,1,1,0,0
2017-03-28,Peru,Uruguay,2,1,FIFA World Cup qualification,Lima,Peru,False,Peru,Uruguay,3,0,1,-1
2017-03-28,Portugal,Sweden,2,3,Friendly,Funchal,Portugal,False,Portugal,Sweden,0,3,-1,1
2017-03-28,Russia,Belgium,3,3,Friendly,Sochi,Russia,False,Russia,Belgium,1,1,0,0
2017-03-28,Saudi Arabia,Iraq,1,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,Saudi Arabia,Iraq,3,0,1,-1
2017-03-28,South Africa,Angola,0,0,Friendly,East London,South Africa,False,South Africa,Angola,1,1,0,0
2017-03-28,Trinidad and Tobago,Mexico,0,1,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,Mexico,0,3,-1,1
2017-03-28,Uzbekistan,Qatar,1,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,Uzbekistan,Qatar,3,0,1,-1
2017-05-11,Senegal,Mauritania,2,0,Friendly,Dakar,Senegal,False,Senegal,Mauritania,3,0,2,-2
2017-05-13,Egypt,Libya,1,0,Friendly,Cairo,Egypt,False,Egypt,Libya,3,0,1,-1
2017-05-25,Ghana,Benin,1,1,Friendly,Accra,Ghana,False,Ghana,Benin,1,1,0,0
2017-05-28,Mexico,Croatia,1,2,Friendly,Los Angeles,United States,True,Mexico,Croatia,0,3,-1,1
2017-05-31,Ivory Coast,Benin,1,1,Friendly,Abidjan,Ivory Coast,False,Cote d'Ivoire,Benin,1,1,0,0
2017-05-31,Morocco,Netherlands,1,2,Friendly,Agadir,Morocco,False,Morocco,Netherlands,0,3,-1,1
2017-06-01,Iraq,Jordan,1,0,Friendly,Basra,Iraq,False,Iraq,Jordan,3,0,1,-1
2017-06-01,Mexico,Republic of Ireland,3,1,Friendly,East Rutherford,United States,True,Mexico,Republic of Ireland,3,0,2,-2
2017-06-01,Switzerland,Belarus,1,0,Friendly,Neuchâtel,Switzerland,False,Switzerland,Belarus,3,0,1,-1
2017-06-02,France,Paraguay,5,0,Friendly,Rennes,France,False,France,Paraguay,3,0,5,-5
2017-06-02,Northern Ireland,New Zealand,1,0,Friendly,Belfast,Northern Ireland,False,Northern Ireland,New Zealand,3,0,1,-1
2017-06-03,Portugal,Cyprus,4,0,Friendly,Estoril,Portugal,False,Portugal,Cyprus,3,0,4,-4
2017-06-03,United States,Venezuela,1,1,Friendly,Sandy,United States,False,USA,Venezuela,1,1,0,0
2017-06-04,Republic of Ireland,Uruguay,3,1,Friendly,Dublin,Republic of Ireland,False,Republic of Ireland,Uruguay,3,0,2,-2
2017-06-04,Montenegro,Iran,1,2,Friendly,Podgorica,Montenegro,False,Montenegro,IR Iran,0,3,-1,1
2017-06-04,Netherlands,Ivory Coast,5,0,Friendly,Rotterdam,Netherlands,False,Netherlands,Cote d'Ivoire,3,0,5,-5
2017-06-05,Belgium,Czech Republic,2,1,Friendly,Brussels,Belgium,False,Belgium,Czechia,3,0,1,-1
2017-06-05,DR Congo,Botswana,2,0,Friendly,Salé,Morocco,True,Congo DR,Botswana,3,0,2,-2
2017-06-05,Egypt,Libya,1,0,Friendly,New Cairo,Egypt,False,Egypt,Libya,3,0,1,-1
2017-06-05,North Macedonia,Turkey,0,0,Friendly,Skopje,North Macedonia,False,North Macedonia,Turkiye,1,1,0,0
2017-06-05,Senegal,Uganda,0,0,Friendly,Dakar,Senegal,False,Senegal,Uganda,1,1,0,0
2017-06-06,Algeria,Guinea,2,1,Friendly,Blida,Algeria,False,Algeria,Guinea,3,0,1,-1
2017-06-06,Denmark,Germany,1,1,Friendly,Brøndby,Denmark,False,Denmark,Germany,1,1,0,0
2017-06-06,Qatar,North Korea,2,2,Friendly,Doha,Qatar,False,Qatar,North Korea,1,1,0,0
2017-06-06,Uzbekistan,Thailand,2,0,Friendly,Tashkent,Uzbekistan,False,Uzbekistan,Thailand,3,0,2,-2
2017-06-07,Hong Kong,Jordan,0,0,Friendly,Kowloon,Hong Kong,False,Hong Kong,Jordan,1,1,0,0
2017-06-07,Iraq,South Korea,0,0,Friendly,Ras al-Khaimah,United Arab Emirates,True,Iraq,Korea Republic,1,1,0,0
2017-06-07,Italy,Uruguay,3,0,Friendly,Nice,France,True,Italy,Uruguay,3,0,3,-3
2017-06-07,Japan,Syria,1,1,Kirin Challenge Cup,Chōfu,Japan,False,Japan,Syria,1,1,0,0
2017-06-07,Spain,Colombia,2,2,Friendly,Murcia,Spain,False,Spain,Colombia,1,1,0,0
2017-06-08,Australia,Saudi Arabia,3,2,FIFA World Cup qualification,Adelaide,Australia,False,Australia,Saudi Arabia,3,0,1,-1
2017-06-08,Costa Rica,Panama,0,0,FIFA World Cup qualification,San José,Costa Rica,False,Costa Rica,Panama,1,1,0,0
2017-06-08,Ecuador,Venezuela,1,1,Friendly,Boca Raton,United States,True,Ecuador,Venezuela,1,1,0,0
2017-06-08,Mexico,Honduras,3,0,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,Honduras,3,0,3,-3
2017-06-08,Peru,Paraguay,1,0,Friendly,Trujillo,Peru,False,Peru,Paraguay,3,0,1,-1
2017-06-08,United States,Trinidad and Tobago,2,0,FIFA World Cup qualification,Commerce City,United States,False,USA,Trinidad and Tobago,3,0,2,-2
2017-06-09,Argentina,Brazil,1,0,Superclásico de las Américas,Melbourne,Australia,True,Argentina,Brazil,3,0,1,-1
2017-06-09,Bosnia and Herzegovina,Greece,0,0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,Bosnia and Herzegovina,Greece,1,1,0,0
2017-06-09,Estonia,Belgium,0,2,FIFA World Cup qualification,Tallinn,Estonia,False,Estonia,Belgium,0,3,-2,2
2017-06-09,Faroe Islands,Switzerland,0,2,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,Faroe Islands,Switzerland,0,3,-2,2
2017-06-09,Latvia,Portugal,0,3,FIFA World Cup qualification,Riga,Latvia,False,Latvia,Portugal,0,3,-3,3
2017-06-09,Netherlands,Luxembourg,5,0,FIFA World Cup qualification,Rotterdam,Netherlands,False,Netherlands,Luxembourg,3,0,5,-5
2017-06-09,Sweden,France,2,1,FIFA World Cup qualification,Solna,Sweden,False,Sweden,France,3,0,1,-1
2017-06-10,Cameroon,Morocco,1,0,African Cup of Nations qualification,Yaoundé,Cameroon,False,Cameroon,Morocco,3,0,1,-1
2017-06-10,DR Congo,Congo,3,1,African Cup of Nations qualification,Kinshasa,DR Congo,False,Congo DR,Congo,3,0,2,-2
2017-06-10,Germany,San Marino,7,0,FIFA World Cup qualification,Nuremberg,Germany,False,Germany,San Marino,3,0,7,-7
2017-06-10,Ivory Coast,Guinea,2,3,African Cup of Nations qualification,Bouaké,Ivory Coast,False,Cote d'Ivoire,Guinea,0,3,-1,1
2017-06-10,Nigeria,South Africa,0,2,African Cup of Nations qualification,Uyo,Nigeria,False,Nigeria,South Africa,0,3,-2,2
2017-06-10,Norway,Czech Republic,1,1,FIFA World Cup qualification,Oslo,Norway,False,Norway,Czechia,1,1,0,0
2017-06-10,Scotland,England,2,2,FIFA World Cup qualification,Glasgow,Scotland,False,Scotland,England,1,1,0,0
2017-06-10,Senegal,Equatorial Guinea,3,0,African Cup of Nations qualification,Dakar,Senegal,False,Senegal,Equatorial Guinea,3,0,3,-3
2017-06-11,Algeria,Togo,1,0,African Cup of Nations qualification,Blida,Algeria,False,Algeria,Togo,3,0,1,-1
2017-06-11,Cape Verde,Uganda,0,1,African Cup of Nations qualification,Praia,Cape Verde,False,Cabo Verde,Uganda,0,3,-1,1
2017-06-11,Ghana,Ethiopia,5,0,African Cup of Nations qualification,Kumasi,Ghana,False,Ghana,Ethiopia,3,0,5,-5
2017-06-11,Iceland,Croatia,1,0,FIFA World Cup qualification,Reykjavík,Iceland,False,Iceland,Croatia,3,0,1,-1
2017-06-11,Republic of Ireland,Austria,1,1,FIFA World Cup qualification,Dublin,Republic of Ireland,False,Republic of Ireland,Austria,1,1,0,0
2017-06-11,Kosovo,Turkey,1,4,FIFA World Cup qualification,Shkodër,Albania,True,Kosovo,Turkiye,0,3,-3,3
2017-06-11,North Macedonia,Spain,1,2,FIFA World Cup qualification,Skopje,North Macedonia,False,North Macedonia,Spain,0,3,-1,1
2017-06-11,Mexico,United States,1,1,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,USA,1,1,0,0
2017-06-11,Tunisia,Egypt,1,0,African Cup of Nations qualification,Radès,Tunisia,False,Tunisia,Egypt,3,0,1,-1
2017-06-12,Belarus,New Zealand,1,0,Friendly,Minsk,Belarus,False,Belarus,New Zealand,3,0,1,-1
2017-06-12,Iran,Uzbekistan,2,0,FIFA World Cup qualification,Tehran,Iran,False,IR Iran,Uzbekistan,3,0,2,-2
2017-06-13,Australia,Brazil,0,4,Friendly,Melbourne,Australia,False,Australia,Brazil,0,3,-4,4
2017-06-13,Cameroon,Colombia,0,4,Friendly,Getafe,Spain,True,Cameroon,Colombia,0,3,-4,4
2017-06-13,Canada,Curaçao,2,1,Friendly,Montreal,Canada,False,Canada,Curacao,3,0,1,-1
2017-06-13,El Salvador,Ecuador,0,3,Friendly,Harrison,United States,True,El Salvador,Ecuador,0,3,-3,3
2017-06-13,France,England,3,2,Friendly,Saint-Denis,France,False,France,England,3,0,1,-1
2017-06-13,Iraq,Japan,1,1,FIFA World Cup qualification,Tehran,Iran,True,Iraq,Japan,1,1,0,0
2017-06-13,Norway,Sweden,1,1,Friendly,Oslo,Norway,False,Norway,Sweden,1,1,0,0
2017-06-13,Panama,Honduras,2,2,FIFA World Cup qualification,Panama City,Panama,False,Panama,Honduras,1,1,0,0
2017-06-13,Qatar,South Korea,3,2,FIFA World Cup qualification,Doha,Qatar,False,Qatar,Korea Republic,3,0,1,-1
2017-06-13,Singapore,Argentina,0,6,Friendly,Kallang,Singapore,False,Singapore,Argentina,0,3,-6,6
2017-06-13,South Africa,Zambia,1,2,Friendly,Moruleng,South Africa,False,South Africa,Zambia,0,3,-1,1
2017-06-13,Vietnam,Jordan,0,0,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,False,Vietnam,Jordan,1,1,0,0
2017-06-17,Curaçao,Nicaragua,0,0,Friendly,Willemstad,Curaçao,False,Curacao,Nicaragua,1,1,0,0
2017-06-17,Russia,New Zealand,2,0,Confederations Cup,Saint Petersburg,Russia,False,Russia,New Zealand,3,0,2,-2
2017-06-18,Portugal,Mexico,2,2,Confederations Cup,Kazan,Russia,True,Portugal,Mexico,1,1,0,0
2017-06-19,Australia,Germany,2,3,Confederations Cup,Sochi,Russia,True,Australia,Germany,0,3,-1,1
2017-06-21,Mexico,New Zealand,2,1,Confederations Cup,Sochi,Russia,True,Mexico,New Zealand,3,0,1,-1
2017-06-21,Russia,Portugal,0,1,Confederations Cup,Moscow,Russia,False,Russia,Portugal,0,3,-1,1
2017-06-22,Cameroon,Australia,1,1,Confederations Cup,Saint Petersburg,Russia,True,Cameroon,Australia,1,1,0,0
2017-06-22,Germany,Chile,1,1,Confederations Cup,Kazan,Russia,True,Germany,Chile,1,1,0,0
2017-06-22,Martinique,Curaçao,1,2,CFU Caribbean Cup,Fort-de-France,Martinique,False,Martinique,Curacao,0,3,-1,1
2017-06-24,New Zealand,Portugal,0,4,Confederations Cup,Saint Petersburg,Russia,True,New Zealand,Portugal,0,3,-4,4
2017-06-24,Russia,Mexico,1,2,Confederations Cup,Kazan,Russia,False,Russia,Mexico,0,3,-1,1
2017-06-25,Chile,Australia,1,1,Confederations Cup,Moscow,Russia,True,Chile,Australia,1,1,0,0
2017-06-25,Germany,Cameroon,3,1,Confederations Cup,Sochi,Russia,True,Germany,Cameroon,3,0,2,-2
2017-06-25,Jamaica,Curaçao,1,2,CFU Caribbean Cup,Fort-de-France,Martinique,True,Jamaica,Curacao,0,3,-1,1
2017-06-28,Portugal,Chile,0,0,Confederations Cup,Kazan,Russia,True,Portugal,Chile,1,1,0,0
2017-06-29,Germany,Mexico,4,1,Confederations Cup,Sochi,Russia,True,Germany,Mexico,3,0,3,-3
2017-07-01,Mexico,Paraguay,2,1,Friendly,Seattle,United States,True,Mexico,Paraguay,3,0,1,-1
2017-07-01,United States,Ghana,2,1,Friendly,East Hartford,United States,False,USA,Ghana,3,0,1,-1
2017-07-02,Chile,Germany,0,1,Confederations Cup,Saint Petersburg,Russia,True,Chile,Germany,0,3,-1,1
2017-07-02,Portugal,Mexico,2,1,Confederations Cup,Moscow,Russia,True,Portugal,Mexico,3,0,1,-1
2017-07-02,South Africa,Tanzania,0,1,COSAFA Cup,Rustenburg,South Africa,False,South Africa,Tanzania,0,3,-1,1
2017-07-04,South Africa,Botswana,2,0,COSAFA Cup,Moruleng,South Africa,False,South Africa,Botswana,3,0,2,-2
2017-07-07,French Guiana,Canada,2,4,Gold Cup,Harrison,United States,True,French Guiana,Canada,0,3,-2,2
2017-07-07,South Africa,Namibia,1,0,COSAFA Cup,Moruleng,South Africa,False,South Africa,Namibia,3,0,1,-1
2017-07-08,United States,Panama,1,1,Gold Cup,Nashville,United States,False,USA,Panama,1,1,0,0
2017-07-09,Curaçao,Jamaica,0,2,Gold Cup,San Diego,United States,True,Curacao,Jamaica,0,3,-2,2
2017-07-09,Mexico,El Salvador,3,1,Gold Cup,San Diego,United States,True,Mexico,El Salvador,3,0,2,-2
2017-07-11,Costa Rica,Canada,1,1,Gold Cup,Houston,United States,True,Costa Rica,Canada,1,1,0,0
2017-07-12,Panama,Nicaragua,2,1,Gold Cup,Tampa,United States,True,Panama,Nicaragua,3,0,1,-1
2017-07-12,United States,Martinique,3,2,Gold Cup,Tampa,United States,False,USA,Martinique,3,0,1,-1
2017-07-13,El Salvador,Curaçao,2,0,Gold Cup,Denver,United States,True,El Salvador,Curacao,3,0,2,-2
2017-07-13,Mexico,Jamaica,0,0,Gold Cup,Denver,United States,True,Mexico,Jamaica,1,1,0,0
2017-07-14,Canada,Honduras,0,0,Gold Cup,Frisco,United States,True,Canada,Honduras,1,1,0,0
2017-07-15,Panama,Martinique,3,0,Gold Cup,Cleveland,United States,True,Panama,Martinique,3,0,3,-3
2017-07-15,United States,Nicaragua,3,0,Gold Cup,Cleveland,United States,False,USA,Nicaragua,3,0,3,-3
2017-07-16,Curaçao,Mexico,0,2,Gold Cup,San Antonio,United States,True,Curacao,Mexico,0,3,-2,2
2017-07-19,Costa Rica,Panama,1,0,Gold Cup,Philadelphia,United States,True,Costa Rica,Panama,3,0,1,-1
2017-07-19,United States,El Salvador,2,0,Gold Cup,Philadelphia,United States,False,USA,El Salvador,3,0,2,-2
2017-07-20,Jamaica,Canada,2,1,Gold Cup,Glendale,United States,True,Jamaica,Canada,3,0,1,-1
2017-07-20,Mexico,Honduras,1,0,Gold Cup,Glendale,United States,True,Mexico,Honduras,3,0,1,-1
2017-07-22,United States,Costa Rica,2,0,Gold Cup,Arlington,United States,False,USA,Costa Rica,3,0,2,-2
2017-07-23,Mexico,Jamaica,0,1,Gold Cup,Pasadena,United States,True,Mexico,Jamaica,0,3,-1,1
2017-07-26,Ecuador,Trinidad and Tobago,3,1,Friendly,Guayaquil,Ecuador,False,Ecuador,Trinidad and Tobago,3,0,2,-2
2017-07-26,United States,Jamaica,2,1,Gold Cup,Santa Clara,United States,False,USA,Jamaica,3,0,1,-1
2017-08-16,Andorra,Qatar,0,1,Friendly,Burton on Trent,England,True,Andorra,Qatar,0,3,-1,1
2017-08-23,Qatar,Turkmenistan,2,1,Friendly,Al Rayyan,Qatar,False,Qatar,Turkmenistan,3,0,1,-1
2017-08-26,Iraq,Syria,1,1,Friendly,Paya Rumput,Malaysia,True,Iraq,Syria,1,1,0,0
2017-08-29,Bahrain,Jordan,0,0,Friendly,Isa Town,Bahrain,False,Bahrain,Jordan,1,1,0,0
2017-08-29,United Arab Emirates,Saudi Arabia,2,1,FIFA World Cup qualification,Al Ain,United Arab Emirates,False,United Arab Emirates,Saudi Arabia,3,0,1,-1
2017-08-31,Belgium,Gibraltar,9,0,FIFA World Cup qualification,Liège,Belgium,False,Belgium,Gibraltar,3,0,9,-9
2017-08-31,Brazil,Ecuador,2,0,FIFA World Cup qualification,Porto Alegre,Brazil,False,Brazil,Ecuador,3,0,2,-2
2017-08-31,Bulgaria,Sweden,3,2,FIFA World Cup qualification,Sofia,Bulgaria,False,Bulgaria,Sweden,3,0,1,-1
2017-08-31,Chile,Paraguay,0,3,FIFA World Cup qualification,Santiago,Chile,False,Chile,Paraguay,0,3,-3,3
2017-08-31,China PR,Uzbekistan,1,0,FIFA World Cup qualification,Wuhan,China PR,False,China PR,Uzbekistan,3,0,1,-1
2017-08-31,Cyprus,Bosnia and Herzegovina,3,2,FIFA World Cup qualification,Nicosia,Cyprus,False,Cyprus,Bosnia and Herzegovina,3,0,1,-1
2017-08-31,France,Netherlands,4,0,FIFA World Cup qualification,Saint-Denis,France,False,France,Netherlands,3,0,4,-4
2017-08-31,Japan,Australia,2,0,FIFA World Cup qualification,Saitama,Japan,False,Japan,Australia,3,0,2,-2
2017-08-31,South Korea,Iran,0,0,FIFA World Cup qualification,Seoul,South Korea,False,Korea Republic,IR Iran,1,1,0,0
2017-08-31,Portugal,Faroe Islands,5,1,FIFA World Cup qualification,Porto,Portugal,False,Portugal,Faroe Islands,3,0,4,-4
2017-08-31,Switzerland,Andorra,3,0,FIFA World Cup qualification,St. Gallen,Switzerland,False,Switzerland,Andorra,3,0,3,-3
2017-08-31,Syria,Qatar,3,1,FIFA World Cup qualification,Paya Rumput,Malaysia,True,Syria,Qatar,3,0,2,-2
2017-08-31,Thailand,Iraq,1,2,FIFA World Cup qualification,Bangkok,Thailand,False,Thailand,Iraq,0,3,-1,1
2017-08-31,Uganda,Egypt,1,0,FIFA World Cup qualification,Kampala,Uganda,False,Uganda,Egypt,3,0,1,-1
2017-08-31,Uruguay,Argentina,0,0,FIFA World Cup qualification,Montevideo,Uruguay,False,Uruguay,Argentina,1,1,0,0
2017-08-31,Venezuela,Colombia,0,0,FIFA World Cup qualification,San Cristóbal,Venezuela,False,Venezuela,Colombia,1,1,0,0
2017-09-01,Cape Verde,South Africa,2,1,FIFA World Cup qualification,Praia,Cape Verde,False,Cabo Verde,South Africa,3,0,1,-1
2017-09-01,Czech Republic,Germany,1,2,FIFA World Cup qualification,Prague,Czech Republic,False,Czechia,Germany,0,3,-1,1
2017-09-01,Ghana,Congo,1,1,FIFA World Cup qualification,Kumasi,Ghana,False,Ghana,Congo,1,1,0,0
2017-09-01,Lithuania,Scotland,0,3,FIFA World Cup qualification,Vilnius,Lithuania,False,Lithuania,Scotland,0,3,-3,3
2017-09-01,Malta,England,0,4,FIFA World Cup qualification,Attard,Malta,False,Malta,England,0,3,-4,4
2017-09-01,Mexico,Panama,1,0,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,Panama,3,0,1,-1
2017-09-01,Morocco,Mali,6,0,FIFA World Cup qualification,Rabat,Morocco,False,Morocco,Mali,3,0,6,-6
2017-09-01,New Zealand,Solomon Islands,6,1,FIFA World Cup qualification,Auckland,New Zealand,False,New Zealand,Solomon Islands,3,0,5,-5
2017-09-01,Norway,Azerbaijan,2,0,FIFA World Cup qualification,Oslo,Norway,False,Norway,Azerbaijan,3,0,2,-2
2017-09-01,Tunisia,DR Congo,2,1,FIFA World Cup qualification,Radès,Tunisia,False,Tunisia,Congo DR,3,0,1,-1
2017-09-01,United States,Costa Rica,0,2,FIFA World Cup qualification,Harrison,United States,False,USA,Costa Rica,0,3,-2,2
2017-09-02,Canada,Jamaica,2,0,Friendly,Toronto,Canada,False,Canada,Jamaica,3,0,2,-2
2017-09-02,Croatia,Kosovo,1,0,FIFA World Cup qualification,Zagreb,Croatia,False,Croatia,Kosovo,3,0,1,-1
2017-09-02,Gabon,Ivory Coast,0,3,FIFA World Cup qualification,Franceville,Gabon,False,Gabon,Cote d'Ivoire,0,3,-3,3
2017-09-02,Senegal,Burkina Faso,0,0,FIFA World Cup qualification,Dakar,Senegal,False,Senegal,Burkina Faso,1,1,0,0
2017-09-02,Spain,Italy,3,0,FIFA World Cup qualification,Madrid,Spain,False,Spain,Italy,3,0,3,-3
2017-09-02,Ukraine,Turkey,2,0,FIFA World Cup qualification,Kharkiv,Ukraine,False,Ukraine,Turkiye,3,0,2,-2
2017-09-02,Wales,Austria,1,0,FIFA World Cup qualification,Cardiff,Wales,False,Wales,Austria,3,0,1,-1
2017-09-02,Zambia,Algeria,3,1,FIFA World Cup qualification,Lusaka,Zambia,False,Zambia,Algeria,3,0,2,-2
2017-09-03,Belarus,Sweden,0,4,FIFA World Cup qualification,Barysaw,Belarus,False,Belarus,Sweden,0,3,-4,4
2017-09-03,France,Luxembourg,0,0,FIFA World Cup qualification,Toulouse,France,False,France,Luxembourg,1,1,0,0
2017-09-03,Gibraltar,Bosnia and Herzegovina,0,4,FIFA World Cup qualification,Faro,Portugal,True,Gibraltar,Bosnia and Herzegovina,0,3,-4,4
2017-09-03,Greece,Belgium,1,2,FIFA World Cup qualification,Piraeus,Greece,False,Greece,Belgium,0,3,-1,1
2017-09-03,Hungary,Portugal,0,1,FIFA World Cup qualification,Budapest,Hungary,False,Hungary,Portugal,0,3,-1,1
2017-09-03,Latvia,Switzerland,0,3,FIFA World Cup qualification,Riga,Latvia,False,Latvia,Switzerland,0,3,-3,3
2017-09-03,Netherlands,Bulgaria,3,1,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands,Bulgaria,3,0,2,-2
2017-09-04,England,Slovakia,2,1,FIFA World Cup qualification,London,England,False,England,Slovakia,3,0,1,-1
2017-09-04,Germany,Norway,6,0,FIFA World Cup qualification,Stuttgart,Germany,False,Germany,Norway,3,0,6,-6
2017-09-04,Northern Ireland,Czech Republic,2,0,FIFA World Cup qualification,Belfast,Northern Ireland,False,Northern Ireland,Czechia,3,0,2,-2
2017-09-04,Scotland,Malta,2,0,FIFA World Cup qualification,Glasgow,Scotland,False,Scotland,Malta,3,0,2,-2
2017-09-05,Algeria,Zambia,0,1,FIFA World Cup qualification,Constantine,Algeria,False,Algeria,Zambia,0,3,-1,1
2017-09-05,Argentina,Venezuela,1,1,FIFA World Cup qualification,Buenos Aires,Argentina,False,Argentina,Venezuela,1,1,0,0
2017-09-05,Australia,Thailand,2,1,FIFA World Cup qualification,Melbourne,Australia,False,Australia,Thailand,3,0,1,-1
2017-09-05,Austria,Georgia,1,1,FIFA World Cup qualification,Vienna,Austria,False,Austria,Georgia,1,1,0,0
2017-09-05,Burkina Faso,Senegal,2,2,FIFA World Cup qualification,Ouagadougou,Burkina Faso,False,Burkina Faso,Senegal,1,1,0,0
2017-09-05,Colombia,Brazil,1,1,FIFA World Cup qualification,Barranquilla,Colombia,False,Colombia,Brazil,1,1,0,0
2017-09-05,Congo,Ghana,1,5,FIFA World Cup qualification,Brazzaville,Congo,False,Congo,Ghana,0,3,-4,4
2017-09-05,DR Congo,Tunisia,2,2,FIFA World Cup qualification,Kinshasa,DR Congo,False,Congo DR,Tunisia,1,1,0,0
2017-09-05,Costa Rica,Mexico,1,1,FIFA World Cup qualification,San José,Costa Rica,False,Costa Rica,Mexico,1,1,0,0
2017-09-05,Ecuador,Peru,1,2,FIFA World Cup qualification,Quito,Ecuador,False,Ecuador,Peru,0,3,-1,1
2017-09-05,Egypt,Uganda,1,0,FIFA World Cup qualification,Alexandria,Egypt,False,Egypt,Uganda,3,0,1,-1
2017-09-05,Honduras,United States,1,1,FIFA World Cup qualification,San Pedro Sula,Honduras,False,Honduras,USA,1,1,0,0
2017-09-05,Iran,Syria,2,2,FIFA World Cup qualification,Tehran,Iran,False,IR Iran,Syria,1,1,0,0
2017-09-05,Iraq,United Arab Emirates,1,0,FIFA World Cup qualification,Amman,Jordan,True,Iraq,United Arab Emirates,3,0,1,-1
2017-09-05,Ivory Coast,Gabon,1,2,FIFA World Cup qualification,Bouaké,Ivory Coast,False,Cote d'Ivoire,Gabon,0,3,-1,1
2017-09-05,Jordan,Afghanistan,4,1,AFC Asian Cup qualification,Amman,Jordan,False,Jordan,Afghanistan,3,0,3,-3
2017-09-05,Liechtenstein,Spain,0,8,FIFA World Cup qualification,Vaduz,Liechtenstein,False,Liechtenstein,Spain,0,3,-8,8
2017-09-05,Mali,Morocco,0,0,FIFA World Cup qualification,Bamako,Mali,False,Mali,Morocco,1,1,0,0
2017-09-05,Panama,Trinidad and Tobago,3,0,FIFA World Cup qualification,Panama City,Panama,False,Panama,Trinidad and Tobago,3,0,3,-3
2017-09-05,Paraguay,Uruguay,1,2,FIFA World Cup qualification,Asunción,Paraguay,False,Paraguay,Uruguay,0,3,-1,1
2017-09-05,Qatar,China PR,1,2,FIFA World Cup qualification,Doha,Qatar,False,Qatar,China PR,0,3,-1,1
2017-09-05,Saudi Arabia,Japan,1,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,Saudi Arabia,Japan,3,0,1,-1
2017-09-05,Solomon Islands,New Zealand,2,2,FIFA World Cup qualification,Honiara,Solomon Islands,False,Solomon Islands,New Zealand,1,1,0,0
2017-09-05,South Africa,Cape Verde,1,2,FIFA World Cup qualification,Durban,South Africa,False,South Africa,Cabo Verde,0,3,-1,1
2017-09-05,Turkey,Croatia,1,0,FIFA World Cup qualification,Eskişehir,Turkey,False,Turkiye,Croatia,3,0,1,-1
2017-09-05,Uzbekistan,South Korea,0,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,Uzbekistan,Korea Republic,1,1,0,0
2017-10-05,Argentina,Peru,0,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,Argentina,Peru,1,1,0,0
2017-10-05,Azerbaijan,Czech Republic,1,2,FIFA World Cup qualification,Baku,Azerbaijan,False,Azerbaijan,Czechia,0,3,-1,1
2017-10-05,Bolivia,Brazil,0,0,FIFA World Cup qualification,La Paz,Bolivia,False,Bolivia,Brazil,1,1,0,0
2017-10-05,Chile,Ecuador,2,1,FIFA World Cup qualification,Santiago,Chile,False,Chile,Ecuador,3,0,1,-1
2017-10-05,Colombia,Paraguay,1,2,FIFA World Cup qualification,Barranquilla,Colombia,False,Colombia,Paraguay,0,3,-1,1
